Timestamp,Latitude,Longitude,Altitude (m),Vertical Accuracy (m),Horizontal Accuracy (m),Speed (m/s),Course (deg)
2031-04-05T17:31:00Z,-48.449767,-123.430307,32.4,2.8,6.3,6.9,318.9
2031-04-05T17:31:05Z,-48.449537,-123.430616,32.2,2.6,3.3,6.85,318.3
2031-04-05T17:31:10Z,-48.449279,-123.430974,32.3,3,6.7,7.8,317.3
2031-04-05T17:31:15Z,-48.44907,-123.431263,32.7,3.7,3.2,6.32,317.4
2031-04-05T17:31:20Z,-48.448796,-123.431614,32.8,2.6,7.1,7.99,319.7
2031-04-05T17:31:25Z,-48.448526,-123.431871,32.7,3.5,3.7,7.12,327.8
2031-04-05T17:31:30Z,-48.448255,-123.43214,33.1,4.8,4.3,7.23,326.6
2031-04-05T17:31:35Z,-48.448002,-123.432405,33.7,4.1,6.5,6.85,325.3
2031-04-05T17:31:40Z,-48.44768,-123.432687,34.1,3.6,7.5,8.29,329.9
2031-04-05T17:31:45Z,-48.447363,-123.432894,34.7,4.5,6,7.69,336.6
2031-04-05T17:31:50Z,-48.447103,-123.433131,35.2,2.3,4.6,6.76,328.7
2031-04-05T17:31:55Z,-48.446814,-123.433314,35.6,4.1,7.1,6.99,337.2
2031-04-05T17:32:00Z,-48.446489,-123.433534,36.1,3,3.2,7.93,335.8
2031-04-05T17:32:05Z,-48.446138,-123.43372,36.1,4.7,6.6,8.29,340.7
2031-04-05T17:32:10Z,-48.445795,-123.433834,36.9,3.1,7.9,7.82,347.6
2031-04-05T17:32:15Z,-48.44546,-123.434022,37,4.9,7.6,7.96,339.7
2031-04-05T17:32:20Z,-48.445145,-123.43415,37.9,2.5,6.1,7.26,344.8
2031-04-05T17:32:25Z,-48.444775,-123.434357,38.8,3.4,3.4,8.79,339.7
2031-04-05T17:32:30Z,-48.44446,-123.434462,39.1,2.8,3.1,7.18,347.6
2031-04-05T17:32:35Z,-48.444154,-123.434594,40.1,3.9,4.4,7.08,344
2031-04-05T17:32:40Z,-48.443849,-123.434775,40.6,4.8,5.1,7.31,338.6
2031-04-05T17:32:45Z,-48.443512,-123.434879,41.3,2.3,5.6,7.66,348.4
2031-04-05T17:32:50Z,-48.443134,-123.435013,41.8,4.7,3.6,8.65,346.8
2031-04-05T17:32:55Z,-48.442784,-123.435101,42.8,5,6.9,7.89,350.5
2031-04-05T17:33:00Z,-48.442421,-123.43516,43.2,4.7,6,8.13,353.8
2031-04-05T17:33:05Z,-48.442069,-123.435126,44.3,4.5,7,7.85,3.7
2031-04-05T17:33:10Z,-48.441696,-123.435,45.1,3.2,7.3,8.51,12.7
2031-04-05T17:33:15Z,-48.441301,-123.434943,45.6,4,4.5,8.83,5.5
2031-04-05T17:33:20Z,-48.440961,-123.434853,46.5,2.1,3.6,7.7,9.9
2031-04-05T17:33:25Z,-48.440585,-123.434788,47.6,2.7,5.4,8.42,6.6
2031-04-05T17:33:30Z,-48.440235,-123.434667,48.5,3,6.7,8,12.9
2031-04-05T17:33:35Z,-48.439857,-123.434576,49.6,4.4,4.9,8.53,9.1
2031-04-05T17:33:40Z,-48.439512,-123.434578,50.5,2.8,7.6,7.68,359.8
2031-04-05T17:33:45Z,-48.439125,-123.434578,51.4,4.5,7.4,8.61,0
2031-04-05T17:33:50Z,-48.438764,-123.434511,52.2,4.7,6.8,8.1,7
2031-04-05T17:33:55Z,-48.438403,-123.434381,53.5,4.8,5.4,8.25,13.4
2031-04-05T17:34:00Z,-48.438055,-123.434317,54.2,4.5,3.8,7.82,6.9
2031-04-05T17:34:05Z,-48.437707,-123.434341,55.5,2.9,5.6,7.76,357.4
2031-04-05T17:34:10Z,-48.437348,-123.43434,57,3.1,7.1,7.99,0.1
2031-04-05T17:34:15Z,-48.436919,-123.434256,58.1,2,5.9,9.63,7.4
2031-04-05T17:34:20Z,-48.43656,-123.434277,58.9,2,7.9,7.99,357.7
2031-04-05T17:34:25Z,-48.436173,-123.434201,59.7,4.7,7.6,8.68,7.5
2031-04-05T17:34:30Z,-48.435813,-123.434077,61.1,4.7,5.6,8.24,12.9
2031-04-05T17:34:35Z,-48.435406,-123.434004,61.9,4.9,3.2,9.13,6.8
2031-04-05T17:34:40Z,-48.435012,-123.433908,63.2,2.1,6.1,8.88,9.1
2031-04-05T17:34:45Z,-48.43464,-123.43377,64.2,4.2,5,8.51,13.9
2031-04-05T17:34:50Z,-48.434212,-123.433623,65.2,4.9,3.8,9.78,12.8
2031-04-05T17:34:55Z,-48.433825,-123.433441,66.2,4.8,5.9,9.04,17.3
2031-04-05T17:35:00Z,-48.433471,-123.433275,67.4,4.5,3.1,8.25,17.3
2031-04-05T17:35:05Z,-48.433098,-123.433154,68.8,2.2,6.8,8.49,12.2
2031-04-05T17:35:10Z,-48.432676,-123.43293,70.1,2.4,3.4,9.96,19.4
2031-04-05T17:35:15Z,-48.43227,-123.432824,71.6,2.3,7.2,9.16,9.8
2031-04-05T17:35:20Z,-48.431819,-123.432826,72.5,4.9,5,10.05,359.8
2031-04-05T17:35:25Z,-48.431417,-123.432891,73.3,4.8,6.7,9.02,353.9
2031-04-05T17:35:30Z,-48.430984,-123.433033,74.7,4.9,7.9,9.86,347.6
2031-04-05T17:35:35Z,-48.430583,-123.433106,75.8,2.2,3.2,9,353.2
2031-04-05T17:35:40Z,-48.430157,-123.433183,76.7,2.1,3.6,9.55,353.1
2031-04-05T17:35:45Z,-48.42976,-123.4332,77.6,2.8,7.6,8.84,358.4
2031-04-05T17:35:50Z,-48.429363,-123.433159,78.9,3.1,7.8,8.85,4
2031-04-05T17:35:55Z,-48.428917,-123.433135,80.3,2.6,4.8,9.95,2
2031-04-05T17:36:00Z,-48.428515,-123.433125,81.7,2.2,7,8.93,1
2031-04-05T17:36:05Z,-48.42813,-123.433177,83,2.6,4.8,8.61,354.9
2031-04-05T17:36:10Z,-48.427661,-123.433216,84.2,3.8,3.3,10.46,356.8
2031-04-05T17:36:15Z,-48.427217,-123.433225,85.1,4.5,4.8,9.89,359.3
2031-04-05T17:36:20Z,-48.426784,-123.433148,86.1,2.7,7.4,9.69,6.7
2031-04-05T17:36:25Z,-48.426368,-123.433137,87.1,2.2,3.9,9.28,1
2031-04-05T17:36:30Z,-48.425962,-123.433147,88,2.2,5,9.04,359.1
2031-04-05T17:36:35Z,-48.42555,-123.433239,88.8,4.6,5.7,9.28,351.5
2031-04-05T17:36:40Z,-48.425094,-123.433346,90,4.5,6.3,10.26,351.2
2031-04-05T17:36:45Z,-48.4247,-123.433433,91.1,4.9,3.2,8.88,351.7
2031-04-05T17:36:50Z,-48.424295,-123.433634,92.1,3.7,6.4,9.49,341.7
2031-04-05T17:36:55Z,-48.423861,-123.433767,93.1,4.6,4,9.86,348.5
2031-04-05T17:37:00Z,-48.423475,-123.433943,94.2,4.2,6,8.99,343.1
2031-04-05T17:37:05Z,-48.423045,-123.434122,95.2,3.7,5.9,9.92,344.5
2031-04-05T17:37:10Z,-48.422571,-123.434277,96,4.7,6.9,10.8,347.8
2031-04-05T17:37:15Z,-48.42213,-123.4344,97.4,4.5,6.1,9.98,349.5
2031-04-05T17:37:20Z,-48.42169,-123.434606,98.5,3.7,5.7,10.26,342.7
2031-04-05T17:37:25Z,-48.421274,-123.434909,99.6,4,5.2,10.29,334.2
2031-04-05T17:37:30Z,-48.420909,-123.435168,100.3,3,7.9,8.99,334.8
